"TRANSACTION TYPE"|"REPLACEMENT REASON"|"AGE GROUP"|"PENSIONER TYPE"|"GENDER"|"CUSTOMER ADDRESS LGA"|"COUNT"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Tweed"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Unincorporated NSW"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Wagga Wagga"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Waverley"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Willoughby"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Wollongong"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Armidale Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Ballina"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Bayside"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Blacktown"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Bland"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Blue Mountains"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Brewarrina"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Campbelltown"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Canterbury-Bankstown"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Central Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Clarence Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Coffs Harbour"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Coonamble"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Cumberland"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Fairfield"|"7"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Goulburn Mulwaree"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Hornsby"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Hunters Hill"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Inner West"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Inverell"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Kempsey"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Lake Macquarie"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Leeton"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Liverpool"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Maitland"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Mid-Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Missing/Unknown"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Narrabri"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Newcastle"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Northern Beaches"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Parramatta"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Penrith"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Port Macquarie-Hastings"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Port Stephens"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Randwick"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Ryde"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Shellharbour"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Shoalhaven"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Sutherland Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Temora"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Tweed"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Wagga Wagga"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Willoughby"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Wollongong"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Male"|"Yass Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"DVA Pensioner"|"Female"|"Coffs Harbour"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Bathurst Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Bayside"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Blacktown"|"14"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Blayney"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Blue Mountains"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Burwood"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Cabonne"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Camden"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Campbelltown"|"6"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Canada Bay"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Canterbury-Bankstown"|"18"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Central Coast"|"8"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Clarence Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Coffs Harbour"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Cumberland"|"11"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Fairfield"|"8"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Georges River"|"9"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Glen Innes Severn"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Griffith"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Hornsby"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Hunters Hill"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Inner West"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Ku-ring-gai"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Kyogle"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Lake Macquarie"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Leeton"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Liverpool"|"10"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Maitland"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Mid-Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Missing/Unknown"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Moree Plains"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Nambucca"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Newcastle"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"North Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Northern Beaches"|"10"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Orange"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Parramatta"|"10"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Penrith"|"10"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Port Macquarie-Hastings"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Randwick"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Ryde"|"9"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Shellharbour"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Strathfield"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Sutherland Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Sydney"|"10"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Tamworth Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"The Hills Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Tweed"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Wagga Wagga"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Waverley"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Western Plains Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Willoughby"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Wingecarribee"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Wollondilly"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Wollongong"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Female"|"Woollahra"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Armidale Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Bathurst Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Bayside"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Blacktown"|"14"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Broken Hill"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Burwood"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Camden"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Campbelltown"|"7"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Canada Bay"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Canterbury-Bankstown"|"15"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Central Coast"|"7"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Cessnock"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Clarence Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Coffs Harbour"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Coonamble"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Cumberland"|"18"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Eurobodalla"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Fairfield"|"12"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Georges River"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Goulburn Mulwaree"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Griffith"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Hawkesbury"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Hornsby"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Hunters Hill"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Inner West"|"12"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Ku-ring-gai"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Lake Macquarie"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Lismore"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Liverpool"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Mid-Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Missing/Unknown"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Murray River"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Muswellbrook"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Narrabri"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Newcastle"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"North Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Northern Beaches"|"8"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Parramatta"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Penrith"|"6"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Port Macquarie-Hastings"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Port Stephens"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Ryde"|"8"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Shellharbour"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Shoalhaven"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Snowy Valleys"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Strathfield"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Sydney"|"7"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Tamworth Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"The Hills Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Tweed"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Unincorporated NSW"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Wagga Wagga"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Walgett"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Willoughby"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Wingecarribee"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Missing/Unknown"|"Male"|"Wollongong"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Bayside"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Bellingen"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Blacktown"|"6"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Bland"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Campbelltown"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Canterbury-Bankstown"|"14"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Central Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Cumberland"|"9"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Dungog"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Fairfield"|"13"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Federation"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Forbes"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Georges River"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Goulburn Mulwaree"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Gundagai"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Hornsby"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Inner West"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Kiama"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Lake Macquarie"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Lane Cove"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Liverpool"|"6"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Lockhart"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Mid-Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Moree Plains"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Muswellbrook"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Newcastle"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Parramatta"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Penrith"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Port Macquarie-Hastings"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Queanbeyan-Palerang Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Randwick"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Richmond Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Shellharbour"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Shoalhaven"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Strathfield"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Sutherland Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Temora"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"The Hills Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Tweed"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Western Plains Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Willoughby"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Female"|"Wollongong"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Blacktown"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Cabonne"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Campbelltown"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Canterbury-Bankstown"|"7"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Central Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Cessnock"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Coffs Harbour"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Cowra"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Cumberland"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Fairfield"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Georges River"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Greater Hume Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Griffith"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Hawkesbury"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Ku-ring-gai"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Lake Macquarie"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Lismore"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Lithgow"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Liverpool"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Maitland"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Mid-Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Missing/Unknown"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Newcastle"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Orange"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Parramatta"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Penrith"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Port Stephens"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Randwick"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Shellharbour"|"<=5"
"Photo card issue"|"Not Applicable"|"60-64"|"Centrelink Pensioner"|"Male"|"Snowy Monaro Regional"|"<=5"
